id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria12379,87082923,"Dispositivos retractores y sus partes o piezas sueltas, para cinturones de seguridad."
catalogos_fraccionarancelaria12380,87082924,"Dispositivos interiores (consolas), reconocibles como concebidos exclusivamente para vehículos automóviles hasta de diez plazas, aún cuando se presenten con palancas al piso para cambios de velocidades."
catalogos_fraccionarancelaria12381,87082999,Los demás.
catalogos_fraccionarancelaria12382,87083001,Para trolebuses.
catalogos_fraccionarancelaria12383,87083002,Reconocibles como concebidas exclusivamente para tractores de ruedas.
catalogos_fraccionarancelaria12384,87083003,Guarniciones montadas reconocibles como concebidas exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12385,87083004,"Guarniciones de frenos montadas, excepto lo comprendido en las fracciones 8708.30.01, 8708.30.02 y 8708.30.03."
catalogos_fraccionarancelaria12386,87083005,Mecanismos de frenos de disco o sus partes componentes.
catalogos_fraccionarancelaria12387,87083006,"Cilindros de ruedas para mecanismos de frenos; juegos de repuesto para cilindros de rueda y para cilindros maestros, presentados en surtidos (kits) para su venta al por menor."
catalogos_fraccionarancelaria12388,87083007,Reconocibles como concebidos exclusivamente para el sistema de frenos de aire.
catalogos_fraccionarancelaria12389,87083008,Frenos de tambor accionados por leva o sus partes componentes.
catalogos_fraccionarancelaria12390,87083009,Cilindros maestros para mecanismos de frenos.
catalogos_fraccionarancelaria12391,87083010,"Frenos de tambor accionados hidráulicamente o sus partes componentes, excepto lo comprendido en la fracción 8708.30.06."
catalogos_fraccionarancelaria12392,87083011,Mangueras de frenos hidráulicos automotrices con conexiones.
catalogos_fraccionarancelaria12393,87083012,Reforzador por vacío para frenos (“booster”) o sus partes y piezas sueltas.
catalogos_fraccionarancelaria12394,87083013,"Tubos preformados, para sistemas de frenos, de hierro o acero, soldado por procedimiento brazing, con diferentes tipos de recubrimiento, cuyo diámetro exterior sea igual o superior a 3.175 mm, sin exceder de 9.525 mm, y espesor de pared igual o superior a 0.450 mm pero inferior o igual a 2.03 mm, con sus terminales de conexión y resortes o adaptaciones."
catalogos_fraccionarancelaria12395,87083014,"Tubos preformados, de cobre, cuyo diámetro exterior sea igual o superior a 1.520 mm, sin exceder de 25.40 mm, y espesor de pared igual o superior a 0.200 mm pero inferior o igual a 5.08 mm, con sus terminales de conexión y resortes o adaptaciones."
catalogos_fraccionarancelaria12396,87083099,Los demás.
catalogos_fraccionarancelaria12397,87084001,Reconocibles como concebidas exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12398,87084002,"Cajas de velocidades mecánicas, con peso inferior a 120 kg."
catalogos_fraccionarancelaria12399,87084003,Cajas de velocidades automáticas.
catalogos_fraccionarancelaria12400,87084004,Cajas de velocidades mecánicas con peso igual o superior a 120 kg.
catalogos_fraccionarancelaria12401,87084005,Reconocibles como concebidas exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12402,87084006,Engranes.
catalogos_fraccionarancelaria12403,87084007,"Partes reconocibles como concebidas exclusivamente para lo comprendido en las fracciones 8708.40.02 y 8708.40.04, excepto lo comprendido en la fracción 8708.40.06. "
catalogos_fraccionarancelaria12404,87084008,"Forja de flecha, para ser utilizada en cajas de velocidad de uso automotriz."
catalogos_fraccionarancelaria12405,87084099,Las demás.
catalogos_fraccionarancelaria12406,87085001,Para trolebuses.
catalogos_fraccionarancelaria12407,87085002,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12408,87085003,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12409,87085004,"Ejes con diferencial traseros sin acoplar a las masas, reconocibles como concebidos exclusivamente para lo comprendido en la partida 87.03."
catalogos_fraccionarancelaria12410,87085005,"Acoplados a las masas, con o sin mecanismos de frenos y tambores, excepto lo comprendido en las fracciones 8708.50.04 y 8708.50.08."
catalogos_fraccionarancelaria12411,87085006,"Conjunto diferencial integral compuesto de caja de velocidades, diferencial con o sin flecha (semieje), y sus partes componentes, excepto lo comprendido en la fracción 8708.50.08."
catalogos_fraccionarancelaria12412,87085007,"Ejes con diferencial delanteros, excepto lo comprendido en las fracciones 8708.50.06 y 8708.50.08."
catalogos_fraccionarancelaria12413,87085008,"Los demás ejes con diferencial reconocibles como concebidos exclusivamente para lo comprendido en la partida 87.03, excepto los comprendidos en las fracciones 8708.50.04 y 8708.50.05."
catalogos_fraccionarancelaria12414,87085009,"Los demás ejes con diferencial, excepto los comprendidos en la fracción 8708.50.08."
catalogos_fraccionarancelaria12415,87085010,"Ejes portadores delanteros, y sus partes, excepto lo comprendido en la fracción 8708.50.13."
catalogos_fraccionarancelaria12416,87085011,Fundas para ejes traseros.
catalogos_fraccionarancelaria12417,87085012,"Fundiciones (esbozos) de funda para eje trasero motriz de vehículos con capacidad de carga igual o superior a 7,258 kg (16,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
catalogos_fraccionarancelaria12418,87085013,Ejes portadores reconocibles como concebidos exclusivamente para lo comprendido en la partida 87.03.
catalogos_fraccionarancelaria12419,87085014,"Vigas, muñones, brazos en forja para ejes delanteros de vehículos con capacidad de carga igual o superior a 2,724 kg (6,000 libras), pero inferior o igual a 8,172 kg (18,000 libras)."
catalogos_fraccionarancelaria12420,87085015,"Corona en forja para ejes traseros de vehículos con capacidad de carga igual o superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras)."
catalogos_fraccionarancelaria12421,87085016,"Fundiciones (esbozos) de mazas para eje delantero de vehículos con capacidad de carga superior a 2,724 kg (6,000 libras), pero inferior o igual a 8,172 kg (18,000 libras)."
catalogos_fraccionarancelaria12422,87085017,"Flechas semiejes, acoplables al mecanismo diferencial, incluso las de velocidad constante (homocinéticas) y sus partes componentes."
catalogos_fraccionarancelaria12423,87085018,Forjas para la fabricación de flechas de velocidad constante (homocinéticas). 
catalogos_fraccionarancelaria12424,87085019,"Juntas universales, tipo cardán para cruceta."
catalogos_fraccionarancelaria12425,87085020,"Reconocibles como concebidos exclusivamente para ejes cardán, excepto lo comprendido en las fracciones 8708.50.22 y 8708.50.23. "
catalogos_fraccionarancelaria12426,87085021,Ejes cardánicos.
catalogos_fraccionarancelaria12427,87085022,Ensamble de toma de fuerza para control de tracción delantera-trasera (PTU).
catalogos_fraccionarancelaria12428,87085023,Ensamble diferencial hidráulico para estabilización de revoluciones (“Geromatic”). 
catalogos_fraccionarancelaria12429,87085024,"Forjas o fundiciones de yugos, con peso unitario superior a 6.4 kg pero inferior o igual a 14 kg, para utilizarse en el eje trasero motriz. "
catalogos_fraccionarancelaria12430,87085025,"Forjas de flechas de entrada y salida para diferencial de eje trasero; forjas de flechas semi-eje para vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras). "
catalogos_fraccionarancelaria12431,87085026,"Conjuntos compuestos de las siguientes fundiciones: de portadiferencial, de caja para baleros, de caja diferencial, de caja cambiador y de caja piñón, todos ellos para integrar portadiferenciales de eje trasero de vehículos de carga. "
catalogos_fraccionarancelaria12432,87085027,"Fundiciones de mazas para eje diferencial trasero para vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras). "
catalogos_fraccionarancelaria12433,87085028,"Placas troqueladas (preformas), de acero, para la fabricación de fundas para ejes traseros con diferencial, de vehículos con capacidad de carga superior a 8,626 kg (19,000 libras), pero inferior o igual a 20,884 kg (46,000 libras). "
catalogos_fraccionarancelaria12434,87085029,"Forjas de crucetas para eje trasero motriz para vehículos con capacidad de carga igual o superior a 8,846 kg (19,501 libras), pero inferior o igual a 20,884 kg (46,000 libras). "
catalogos_fraccionarancelaria12435,87085030,"Forjas de piñón para ejes traseros motriz, para vehículos con capacidad de carga igual o superior a 7,258 kg (16,000 libras), pero inferior o igual a 20,884 kg (46,000 libras). "
catalogos_fraccionarancelaria12436,87085099,Los demás.
catalogos_fraccionarancelaria12437,87087001,Para trolebuses.
catalogos_fraccionarancelaria12438,87087002,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12439,87087003,"Ruedas, de aleaciones metálicas de rayos o deportivos de cama ancha."
catalogos_fraccionarancelaria12440,87087004,"Ruedas o rims (camas) sin neumáticos, con diámetro exterior inferior o igual a 70 cm, excepto lo comprendido en la fracción 8708.70.03."
catalogos_fraccionarancelaria12441,87087005,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12442,87087006,Tapones o polveras y arillos para ruedas.
catalogos_fraccionarancelaria12443,87087007,Rines de aluminio y de aleaciones de aluminio con diámetro superior a 57.15 cm (22.5 pulgadas).
catalogos_fraccionarancelaria12444,87087099,Los demás.
catalogos_fraccionarancelaria12445,87088001,Para trolebuses.
catalogos_fraccionarancelaria12446,87088002,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12447,87088003,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12448,87088004,Cartuchos para amortiguadores (“Mc Pherson Struts”).
catalogos_fraccionarancelaria12449,87088005,"Partes reconocibles como concebidos exclusivamente para sistemas de suspensión, excepto lo comprendido en las fracciones 8708.80.07, 8708.80.10 y 8708.80.12."
catalogos_fraccionarancelaria12450,87088006,Horquillas de levante hidráulico.
catalogos_fraccionarancelaria12451,87088007,"Horquillas, brazos, excéntricos o pernos, para el sistema de suspensión delantera."
catalogos_fraccionarancelaria12452,87088008,Partes componentes de barras de torsión.
catalogos_fraccionarancelaria12453,87088009,Barras de torsión.
catalogos_fraccionarancelaria12454,87088010,"Rótulas, para el sistema de suspensión delantera."
catalogos_fraccionarancelaria12455,87088011,Partes reconocibles como concebidos exclusivamente para amortiguadores.
catalogos_fraccionarancelaria12456,87088012,Bujes para suspensión.
catalogos_fraccionarancelaria12457,87088099,Los demás.
catalogos_fraccionarancelaria12458,87089101,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12459,87089102,Aspas para radiadores.
catalogos_fraccionarancelaria12460,87089199,Los demás.
catalogos_fraccionarancelaria12461,87089201,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12462,87089202,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12463,87089299,Los demás.
catalogos_fraccionarancelaria12464,87089301,Para trolebuses.
catalogos_fraccionarancelaria12465,87089302,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12466,87089303,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12467,87089304,"Embragues completos (discos y plato opresor), excepto lo comprendido en las fracciones 8708.93.01, 8708.93.02 y 8708.93.03."
catalogos_fraccionarancelaria12468,87089399,Los demás.
catalogos_fraccionarancelaria12469,87089401,Para trolebuses.
catalogos_fraccionarancelaria12470,87089402,Reconocibles como concebidos exclusivamente para lo comprendido en las fracciones 8701.90.01 y 8701.90.05.
catalogos_fraccionarancelaria12471,87089403,Volante de dirección con diámetro exterior inferior a 54.5 cm.
catalogos_fraccionarancelaria12472,87089404,Cajas de dirección mecánica.
catalogos_fraccionarancelaria12473,87089405,"Volantes de dirección, con diámetro exterior igual o superior a 54.5 cm."
catalogos_fraccionarancelaria12474,87089406,Columnas para el sistema de dirección.
catalogos_fraccionarancelaria12475,87089407,Cajas de dirección hidráulica.
catalogos_fraccionarancelaria12476,87089408,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12477,87089409,"Semiejes y ejes de dirección, y sus partes."
catalogos_fraccionarancelaria12478,87089410,Mecanismos de ajuste; para volantes de dirección.
catalogos_fraccionarancelaria12479,87089411,"Las demás partes reconocibles como concebidas exclusivamente para sistemas de dirección, excepto lo comprendido en la fracción 8708.94.09."
catalogos_fraccionarancelaria12480,87089499,Los demás.
